text,label
The top 1 percent (of income earners) paid 36.7 percent (of the taxes). ... The top 50 percent pay 97.7 percent.,0
Milwaukee has the second-highest number of children recovered from sex trafficking.,1
What they will do is socialized medicine.,1
I didn't endorse the federal stimulus bill.,1
The stimulus has not created one private sector job.,1
Says the Central Ohio Human Trafficking Task Force is the first task force of its kind in Central Ohio,0
A bill before the Georgia General Assembly would make presidential candidates meet citizenship requirements that are not in the U.S. Constitution.,0
"PWNED: House GOP Dominates Twitter, YouTube, Social Media in Congress.",0
"Americans ""have never paid more for gas at the pump.""",1
Virginia papers called (Scott) Rigells campaign Mostly False.,1
"Says that if Texas, California and New York all voted for Democratic presidential nominees, it would be mathematically impossible for Republicans to elect a president.",1
Says close to 90 percent of the population growth in Texas over the last decade was non-Anglo.,0
"A bipartisan background check amendment outlawed any (gun) registry. Plain and simple, right there in the text.",0
Says Wisconsin Gov. Scott Walker eliminated cancer screenings for uninsured women and offered no alternatives.,1
"Says in regard to providing more tax cuts for the rich, Bill Pascrell said, Republicans had great ideas. I liked some of their ideas.",1
"John McCain ""voted against the Bush tax cuts, both times.""",0
"The average student debt coming out of the University of Wisconsin-Madison is something like 28,000 dollars.",0
Says Rep. John Katko promised he wouldnt vote to defund Planned Parenthood and since hes been in office hes done that four times,0
Says Los Angeles Clippers owner Donald Sterling is a Democrat.,1
FACT: the special assistant in @johnkasichs office makes over three times more than an average #OH firefighter,0
Money towards the Ebola vaccine is basically cut in half to what it was. More cuts are coming under the congressional sequester.,0
"New school testing standards will consume approximately twenty days of testing for elementary, middle and high school students.",0
Says a Bureau of Labor Statistics report attributed a sharp increase in work-related fatalities to increasing numbers of employees and drivers could not read or understand warning signs in English.,1
Almost every country on Earth sees America as stronger and more respected today than they did eight years ago when I took office.,0
Seven more people will die each and every day until the Legislature ratifies these (pain clinic) rules that are being approved by the Board of Medicine and the Department of Health.,0
"The Mormon religion has ""a plan that will see the Constitution thrown out and replaced by a theocracy.""",1
Ukraine voluntarily gave up its nuclear weapons because the United States of America said it would ensure (its) territorial integrity from Russia.,1
Legislation being considered in Texas would strip the salaries and pensions of clerks who issue marriage licenses to same-sex couples even if the Supreme Court strikes down Texas marriage ban later this year.,0
"More than 1,000 people ... move to Texas every day.",0
You've heard endlessly about waterboarding. It happened to three terrorists.,0
"In the past three years, we have prosecuted or brought more cases on access to public records than in the previous 12 years combined.",0
"Says nobody in higher education believes Gov. Rick Perrys proposal to serve up $10,000 college degrees is possible.",1
Crime is down in Arizona.,0
We have to recognize that our salaries for faculty are the lowest in New England with the exception of the University of Maine.,0
"Says Rick Perry is spending more money than the state takes in, covering his deficits with record borrowing.",1
Preventive care does not save the government money.,0
"Says Abraham Lincoln tried to buy slavesfreedom in border states, but the states all rejected it.",0
"You see a whole bunch of Korean cars here in the United States, and you dont see any American cars in Korea.",0
A 5-cent charge on paper bags is a tax.,1
Says U.N. arms treaty will mandate a new international gun registry.,1
Says Rick Scott didnt even come to his own education summit. But he did take time to go to the tea party convention the same week.,0
Florida has the third most-regressive tax structure.,0
Eleven states have enacted these pay-to-play reforms.,0
"With the tax controls we already put in place, property taxes on a typical home in December of 2014 will actually be lower than they were in December of 2010.",0
The 9-9-9 plan does not raise taxes on those that are making the least.,1
I did not support the sequester.,0
Says U.S. Rep. Debbie Wasserman Schultz voted to cut off Floridas veterans and their benefits.,1
"There are at least 23 countries that refuse to take their people back after theyve been ordered to leave the United States, including large numbers of violent criminals.",0
Says Jeff Wentworth was the only Republican to vote against the Texas measure requiring women to have a sonogram before receiving an abortion.,0
Says the federal government borrows almost $60 billion per week.,1
Clayton County offers the lowest operating millage rate in Metro Atlanta.,1
"As bank president, Alex Sink eliminated thousands of Florida jobs while taking over $8 million in salary and bonuses.",0
Says New Jersey has the most educated population of all the states in this country.,0
"Over the past twenty years, the number of homicides committed with a firearm in the United States has decreased by nearly 40 percent. The number of other crimes involving the use of a firearm has also plummeted, declining by nearly 70 percent.",0
Says Obama opposes offshore drilling and a gas tax holiday.,0
"Says right now, we have more military spending than the next 10, 11, 12 countries combined.",0
"Remember that developers are forced to use the 195 land union contractors, so tap an extra $10 million into any construction project.",1
Says New Jersey Devils managing partner Jeff Vanderbeek took us into arbitration.,1
Says a federal judge sanctions Tennessee birther lawyer for bringing a frivolous lawsuit.,0
"Due to ... tax cuts and lower (property) values, 2009 property taxes were almost $3 billion below 2007 property taxes.",0
"Food stamp spending doubled under President Bush, doubled again under President Obama.",0
On counting state budget shortfalls,1
Says that the new financial services law requires 358 regulatory filings.,0
Between 1982 and 2007 the cost of a college education increased 439 percent.,0
Most tips left at Dunkin Donuts dont go to employees.,1
On banning assault weapons.,1
The U.S. loses more on tax breaks than it collects in personal income taxes.,0
"Says Joe Biden said Jon Corzine is the smartest guy that I know, in terms of the economy and on finance, I really mean this.",0
"Taxpayer-funded benefits to illegals in California are ""a skyrocketing cost under Obamacare.""",1
"Should Democrats get their way, every income tax bracket will increase on Jan. 1, 2011. Every single one.",1
"Parents and teachers are already worrying about what they call the Trump Effect. They report that bullying and harassment are on the rise in our schools, especially targeting students of color, Muslimsand immigrants.",0
Jeanne Shaheen was principally involved in a plot with Lois Lerner and President Barack Obamas political appointee at the IRS to lead a program of harassment against conservative nonprofit groups during the 2012 election,1
Says King Street Patriots held a fundraiser featuring an author who believes that registering the poor to vote is un-American.,0
I was one of about a dozen (senators) who voted against the Bridge to Nowhere.,0
On whether to run for the U.S. Senate as an independent.,1
"With one stroke of his pen, President Bush has denied health insurance to 3.8 million kids who were due to get it under this bipartisan expansion of the Children's Health Insurance Program.",0
"Says With nearly 75 percent of Americans supportive of the construction of the pipeline, Schrader needs to explain to Oregon families why he voted against this needed project.",0
Libya supplies the oil for China. We get no oil from Libya.,1
There is a Republican plan to end Medicare.,1
Says CNN deleted an online poll showing Bernie Sanders won the first Democratic presidential debate to help out Hillary Clinton.,1
Claims Wisconsin Senate Majority Leader Scott Fitzgerald said: It is necessary to eliminate unions in order to balance future budgets.,1
Congress is a very special group of people. More than 80 percent of them never left the United States.,1
The state budget has gone up over 80 percent under Rick Perry.,0
"While Romney was a director of the Damon Corporation, the company was defrauding Medicare of millions.",0
Says Barack Obama supported Ted Kennedys ammo ban to outlaw all deer-hunting ammunition.,1
An account of attacks in Benghazi written by former White House press secretary Dee Dee Myers shows that the body of U.S. Ambassador to Libya Christopher Stevens was dragged through the streets and abused.,1
The State of Texas is funding womens health services at historically high levels; they just increased their level another $50 million for the next two years.,0
Says Tennessees higher education funding model is 100 percent outcomes-based and we are already seeing this model changing the way our postsecondary institutions do business.,0
"Without a Medicaid expansion, 275,000 more Ohioans could be getting their primary care in emergency rooms, costing everybody a lot of money.",0
Says a Senate resolution would restore $140 in monthly general assistance payments and prevent people from committing crime.,1
"When President Bush took office in 2001, he inherited a $236 billion budget surplus, with a projected 10-year surplus of $5.6 trillion. When he ended his term, he left a $1.3 trillion deficit and a projected 10-year shortfall of $8 trillion.",0
Rhode Islanders pay among the highest auto repair bills in the nation.,0
John McCain has seven houses.,0
"Barack Obama said ""people making less than $250,000 would benefit from his plan"" then said ""if you're a family making less than $200,000, you'll benefit.""",0
"Before President Obama acted in Libya in 2011, the American people were opposed to military action by 35 to 60. After he took action, they were in support of it 54 to 43.",0
On running for re-election to U.S. Senate,1
"The fact that one town has three lanes dedicated to it, that kind of gets me sauced.",1
Overdosing is now the number one accidental killer in our Commonwealth.,0
Toledo Mayor Mike Bell (once) lost his job as a firefighter because his city ran out of money.,0
Says the Panhandle has had its highest-ever bed tax collections in 2011.,0
Says MAX carries 30 percent of evening rush-hour commuters traveling from Downtown on the Sunset and Banfield freeways.,0
On whether he wants to be vice president.,1
Theres no negative advertising in my campaign at all.,1
"Says Hillary Clinton told the Des Moines Register on Aug. 8, 2015:I will get the NRA shut down for good if I become president. If we can ban handguns, we will do it.",1
To deprive underprivileged children of a meat-based protein during school lunch is most likely depriving them of their only source of protein for the day.,1
"The Dog Meat Festival in Yulin, China, threatens global public health.",1
Says Republican candidates in key Wisconsin Assembly races side with those who want to privatize Social Security -- and risk our retirements on Wall Street.,1
Finance experts estimate that paying in cash for the $2.5 billion in projects funded by the sales tax saved Gwinnett County more than $1 billion in interest payments.,0
Says Milwaukee County district attorney candidate Verona Swanigan has worked as a prosecutor.,1
Georgia has saved $20 million through changes in criminal sentencing.,0
About two-thirds of all consumption is services. . . It was just the opposite when the sales tax was enacted in the 30s.,0
My office is about a 300-step walk to the governors office.,0
Says Donald Trump has the second-highest disapproval ratings of anyone running for president.,1
Sherrod Brown has been running for public office since Richard Nixon was president.,0
The Ryan budget gets rid of Medicare in 10 years and turns it into a voucher program.,1
On assault weapon violence: Ducks have more protection than people in Virginia.,1
The increase in the garbage tax that [Mayor Allan Fung] imposed in Cranston for some people has been as much as $200.,1
There are high administrative costs when you donate to Haiti relief through the White House Web site.,1
Says Hillary Clinton wants to let people just pour in. You could have 650 million people pour in and we do nothing about it. Think of it. Thats what could happen. You triple the size of our country in one week.,1
"(Jeff) Atwaters busy helping his friends and wasting our tax dollars -- $48 million for a government building so lavish its dubbed the Taj Mahal, $100,000 for a golf musuem, and $110 million to build a private prison to help a big contributor.",1
"Despite claims that you can keep the health care plan you like, the Obama Administration has predicted that as many as 7 out of 10 Americans with employer-provided health coverage could lose their current health plan.",1
"In my years in the State Legislature, I have never voted for a tax increase.",1
"The lawyer who brought the case against NationsBank said publicly that Alex Sink had nothing to do with the case, had nothing to do with the situation and didnt know about the problems.",0
"Were spending millions for each individual held at Guantanamo Bay, Cuba.",0
Texas is LAST (50th) in spending for mental health care.,0
Says FBI Director James Comeys letter about new developments in the investigation into her emails only went to Republican members of the House.,1
Barack Obama won't even use the term 'war on terrorism.',0
"Under federal law, Jared Loughner would not have been able to buy a gun had he been identified as mentally ill.",0
Says he represents or has represented about half the San Antonio-rooted district in which he seeks election.,0
"Says U.S. Senate opponent Tammy Baldwin supported a federal budget that spent trillions -- not billions, trillions -- more money than the Obama budget.",1
"Says under President Barack Obama, the debt increased by 23 percent, which was less than under any president going back to Ronald Reagan.",1
I spent only $36.29 on my campaign for governor.,0
"With his decision on whether to fire Gen. Stanley McChrystal, President Obama has to fix yet another problem he inherited from the Bush administration.",1
The health care law imposes the largest tax increase in history on the middle class.,1
The number of terrorists out there has doubled.,0
"Under the Espionage Act, (Edward Snowden would not be) allowed to come into court and say I was justified in disclosing this information. There is no whistleblower exception in the Espionage Act.",0
We will not ask for a tax increase to run city government.,0
"Unlike marijuana, medical cannabis oil cannot get you high.",0
"In Florida, illegal immigration costs taxpayers nearly $4 billion (a year). This amounts to $700 for every household in Florida.",1
Theres no money for Planned Parenthood in the bill that would keep the government open.,0
Children who witness domestic violence are twice as likely to commit it themselves.,0
On reauthorization of Export-Import Bank.,1
Joe Biden wrote the Violence Against Women Act ... the rate of domestic violence went down dramatically.,0
"Last year, (Bill McCollum) spent more than $2.2 million dollars to produce and air campaign-style TV ads where you were featured in almost every frame.",0
We already have $23 billion worth of debt.,0
"When the salmonella source was finally identified, FDA officials had to wait for industry approval before they could go live with the [peanut] recall.",0
Weve had the private sector more than double the investment that was made by the public sector at Quonset Business Park.,0
"Says if Texas abortion measure passes, someone living in El Paso would have to drive 550 miles each way to San Antonio for something as simple as cervical cancer screening.",1
The Paris Agreement is by far the largest number of countries ever to sign an international agreement on a single day.,0
Says that Wall Street hedge fund managers pay a lower tax rate than does a sheet metal worker in Parma or a school teacher in Cleveland.,0
"Woonsocket needs a garbage-burning power plant because residents are paying through the nose for electricity thats fueled by foreign oil, at prices that are skyrocketing.",1
Only after news broke that our veterans are dying because of inadequate health care did Harry Reid and Senate Democrats take action.,1
Says Rick Perry wanted to secede from the union.,1
Says the Texas State Board of Education is considering eliminating references to Christmas and the Constitution in textbooks.,1
"Gov. Rick Perry broke his promise that he would not accept a $40,000 pay increase.",0
Malawi has just 300 doctors for 16 million people.,0
We doubled the size of the company (Hewlett-Packard).,0
"A Medicaid provision added to the Senate health carereform bill ""is not a special deal for Nebraska.""",1
Says Warren Buffett has publicly said his secretary should not be paying a higher tax rate than him.,0
A majority of Americans still oppose this health care bill.,0
"With only 67 bills or so passed into law, 2013 was the least productive year in congressional history since weve been keeping record.",0
Obama taps porn lawyer for #2 at Justice.,0
Georgia has the most lax gun laws in the nation.,1
"Says of Donald Trump, He even said, on his very first day in office, he would require every school in America to let people carry guns into our classrooms.",0
"The Chamber of Commerce says new carbon regulations will kill 244,000 jobs a year and cost average families $1,200 a year.",1
Says he followed state law and the precedent of other Massachusetts governors when he erased electronic communications as he left office.,0
Says many states are floundering under crushing deficit spending.,1
"The truth is, Planned Parenthood does not provide mammograms. Planned Parenthood refers women to mammography providers, serving as the middlewoman, if you will.",0
More than half of the births in Texas are paid for by Medicaid.,0
"President Barack Obama suggested on national TV that the Democratic health care bill will have government decide that a healthy, 100-year-old woman in need of a pacemaker should take a pain pill instead.",1
"On immigration, the president said 22 times, 22 times, that he couldnt do what he eventually did.",0
We have had some significant accomplishments on a bipartisan basis.,0
State agencies have not identified one single instance where groundwater has been damaged due to hydraulic fracking.,0
Says most of Perrys chiefs of staff have been lobbyists.,0
I know that Hillary on occasion has said just last year said this (NAFTA) was a boon to the economy.,1
Says Russ Feingold was the only senator to vote against Homeland Security.,1
Sen.Mark Begich cast the deciding vote in favor of President Obamas authority to issue executive amnesty to illegal aliens.,1
There are 49 different federal job training programs that report to eight agencies.,0
The U.S. economy is recovering slower than Europe,1
Texas leads the country in drunk driving fatalities.,0
Says Allen West violatedfederal law by scuba diving with U.S. flag.,1
Says in Oregon only 41 percent of adults have ever been tested for HIV.,0
"When President Obama took office, we were losing 700,000 jobs a month. Now weve had job growth, I think, for 24 consecutive months.",0
Says Charlie Crist raised taxes on the middle class by $2.2 billion.,0
This is not a mosque. Its a cultural center that has a prayer area.,1
Odds of winning the Monopoly Millionaire instant win game are 1 in 3.27.,0
New Jersey has had seven credit downgrades since Chris Christie became governor.,0
Surveys show that many of our citizens think we devote a full quarter or even a third of our federal budget to foreign aid.,0
Our federal government has lent $2 billion to the state-owned oil company of Brazil to allow them to explore for oil and gas.,1
"Over 200 years ago, the United States had declared war on Islam, and Thomas Jefferson led the charge!",1
"The first (state) budget that came out of our Republican leadership slashed funding to Planned Parenthood...It resulted in the reduction of hours, the elimination of days, elimination of access to women in my city and all over my state.",0
The United States has seen a net loss of people with health insurance because of Obamacare.,1
Glenn Hegar promised to eliminate the property tax.,1
"When the Milwaukee County mental health facility is full, cops sit out there in their squad cars with a mentally ill patient and sometimes spend an entire shift out there doing that.",1
"Says Mitt Romney is proposing a tax cut that gives an average of $250,000 to every millionaire in this country.",0
The budget for the Consumer Financial Protection Bureau is only about 1 percent of the amount banks generate just from late fees and overdraft fees.,0
"When President AbrahamLincoln signed his Emancipation Proclamation, there were over 300,000 slaveholders who were fighting in the Union army.",1
Eighty-three law enforcement officers have died in the line of duty this year. Twenty-four of them were shot and killed in cold blood.,0
Repeated requests for additional security in Benghazi were routinely denied by Hillary Clintons State Department.,0
There has never been an alderman who has defeated an incumbent mayor in the history of this great city.,0
On running a civil and polite campaign,1
"We closed that plant down. It was a $27 million-dollar plant, operating full steam, and we closed it down.",0
"Says President Barack Obama has taken less vacation days than any other president in a generation, while Congress has taken more vacation days than any other Congress in history.",1
"Sometime in the next decade, there will be more Latinos in the state of Texas than there are Anglos. That will happen sometime in the next five to eight to ten years.",0
The Fourth Amendment was what we fought the Revolution over. John Adams said it was the spark that led to our war for independence.,0
The vast majority of people in this country are keeping their (health insurance) plan.,0
The only segment in the beer market that is growing is the craft beer segment.,0
Says $15-an-hourproposal in Cleveland is the most aggressive minimum wage increase in the country.,0
90% of rural women and 55% of all women are illiterate in Morocco.,1
"McCain says the price of a gas tax ""holiday"" would be about the same as ""a Bridge to Nowhere (or) another pork barrel project.""",1
Says the Multnomah County Library system is the second busiest in the nation.,0
One in 19 Americans today get SSDI or SSI. Thats one in 19 Americans (who) are disabled.,0
55 percent of the people who cast a provisional ballot (in Florida) in the last presidential election -- their vote did not count.,0
"The centerpiece of Senator McCain's education policy is to increase the voucher program in D.C. by 2,000 slots.",1
On mandatory ultrasounds before abortions.,0
"Hillary Clintons State Department sent three comedians to India on the Make Chai, Not War tour.",0
"Currently, the intelligence community can collect business records on law-abiding Americans who have no connection to terrorism.",0
Says people who signed recall petitions against Wisconsin state Sen. Jim Holperin received harassing phone calls from out-of-state telemarketers claiming to represent the Democratic Party and insinuating foul play by petition circulators.,0
Virginia has a responsibility to fund 55 percent of public education and is payingjust 41 percent.,1
Uncompensated care has gone down by 30 percent just in the first few months of Medicaid expansion in the states that adopted it.,0
"Every time weve cut the capital gains tax, the economy has grown. Whenever we raise the capital gains tax, its been damaged.",1
Says Jason Carter has gotten David Axelrod to come down and be his campaign advisor.,1
Kilmartin has helped pass laws to create a witness protection program.,0
Says Barack Obama is the first president to appoint 45 czars to replace elected officials in his office.,1
Nobody is leaving Memphis. Thats a myth.,1
Florida seniors are exempt from losing Medicare Advantage under the federal health care bill.,1
I am very proud that over my almost 30 years of public service I have had no scandals.,0
Pat Toomey advocated for eliminating all corporate taxes.,0
"A lot of what (Cubas) survival depends on is Venezuelan oil money, which is drying up.",0
Says Obama called Kagan a moderate. He called Sotomayor a moderate.,0
"Today and every day, an estimated 14,000 Americans will lose their health insurance coverage.",1
Nearly 6 out of 10 believe that money and wealth should be more evenly distributed among a larger percentage of the people in the U.S.,0
Public education has been permanently cutby $1.6 billion through changes in the Standards of Quality funding formula.,0
This president went before the United Nations and castigated Israel for building settlements. He said nothing about thousands of rockets being rained in on Israel from the Gaza Strip.,1
"In its current state, this bill is the most restrictive voter ID legislation in the nation.",0
President Obama has the most border patrols and border security deployed at the border of any previous president.,0
"Says as GOP was picking a convention city, I recommended Ohio.",1
Washington has incentivized the militarization of local police precincts.,0
Says she was never a member of the Georgia Log Cabin Republicans.,1
"By spring 2014, parents of 60,000 students in New York state had refused to let them take the Common Core Tests.",0
Massachusetts schools are ranked No. 1 of all 50 states.,0
The majority of the people that are coming to Arizona and trespassing are now becoming drug mules.,1
Were only inches away from no longer being a free economy.,1
The United States is the leading nation in the world with the highest amount of doubt about the conventional wisdom of climate change.,0
On average it takes 300 Americans working for a solid year to make as much money as one top CEO.,0
Says Barack Obama has played over 90 rounds of golf as president.,0
"This years redistricting has been the most open, interactive and transparent redistricting process in Tennessee history.",1
"Under economic sanctions, now Iran is suffering 30 percent inflation, 20 percent unemployment.",0
"Says that as Wisconsin governor, we ended welfare.",0
"In the 18th Congressional District, 100% of electric generation comes from coal.",0
Says President Barack Obama is the first president weve ever had who thinks he can choose which laws to enforce and which laws to ignore.,1
Up to 45 percent of illegal immigrants are not people that physically crossed the southern border or northern border. They are visa overstayers.,0
"Charlie Crist ""worked with Acorn"" to give felons voting rights.",1
On support for gay marriage.,1
Republicans in Congress refuse to list a single tax loophole they are willing to close.,0
"Obama thinks the national anthem should be ""I'd Like to Teach the World to Sing.""",1
"Right now, America has $1.1 trillion of student debt. Thats more than credit card debt.",0
Twenty-six men named William have been elected to statewide office and only seven women have had the honor.,0
Says Marco Rubio said that felons should not have their voting rights restored but that convicted felons should be allowed to own guns after they have done their time.,1
"Twice as much (federal) money is going back to Hawaii, Virginia and Alaska than is coming home to Oregon.",0
"If you tried to pay out $1 trillion by handing it out at $1 per second, it would take more than 31,000 years.",0
You cant put a gun rack in a [Chevrolet] Volt.,1
The tax penalty that the government imposes if you dont buy health insurance is lower than it would have cost to buy insurance.,0
Newt Gingrich says electric co-ops and credit unions are government-sponsored enterprises like Freddie Mac.,1
The National Science Foundation spent $1.2 million paying seniors to play World of Warcraft to study the impact it had on their brain.,1
Our government right now. . . (is) spending 40 percent more than what we take in.,0
The biggest contribution behind a decrease in U.S. unemployment was 1.2 million people leaving the workforce,1
"If we choose Obamacare expansion, 600,000 will lose eligibility for their subsidies, of which 257,000 would be forced into Medicaid.",0
California has seen a 56 percent decline in the gun murder rate since the 1990s.,0
Drug overdoses are now the second-most common cause of death in New Hampshire.,1
"Congressman Cicilline, when he was the mayor of Providence, espoused a sanctuary city.",1
Says 70 percent of Virginias Medicaid cost is for seniors in nursing homes.,1
[L]ess than one-tenth of Atlantas transportation needs are covered in a referendum to levy a 1-cent sales tax.,0
More than two-thirds of the aliens the Obama administration has brought to the United States under the presidents Central American Minors program werent actually minors at all.,0
"Says Chris Abele, opponent in Milwaukee County executive race, failed to finish 3 separate colleges, dropping out all 3 times.",0
Obama Signs Bill Forgiving All Student Loan Debt.,1
"Obama says Iran is a 'tiny' country, 'doesn't pose a serious threat.'",1
"Says that Mitt Romney, while he was in Arizona, said he believes the states SB 1070 immigration law should be the model for national immigration laws.",1
On releasing photographs depicting the abuse of prisoners.,1
Says attorney general candidate Jon Richards went so far to say he would only enforce the laws with which he personally agreed.,1
The pass rate for a high school level test to join the military is 35 to 40 percent.,1
We've got some 37-million of our fellow citizens who are living in poverty; about 12-million or 13-million are children.,0
Borrowing in my 2015-17 state budget is less than half that in my predecessors last budget and the lowest it has been in a decade.,0
Says the federal government mandates transexuals (sic) and homosexuals grabbing children in their stranger-danger zones in the name of airport security.,1
"Every year since Gov. Walker and the Republicans have been in control of the Legislature weve created fewer jobs, according to the Bureau of Labor Statistics.",1
An Obama campaign tactic for rallying voters is to offer them cell phones.,1
We are now seeing a decrease in violent crime.,0
Says Arkansas Republican Rep. Tom Cotton voted to provide Congress with taxpayer-funded health care for life.,1
Israels per capita income is greater than probably three-fourths of the rest of the world.,0
"Georgia is on track for 1,200 traffic fatalities this year, a reversal of nine years of declines.",0
More businesses are closing than opening in Virginia today.,1
"Obama served on a board with former Weather Underground member William Ayers and ""that relationship with Mr. Ayers on this board continued after 9/11.""",0
Says Obama broke his promise to offer a comprehensive immigration bill in his first year.,0
The media wont publish a real photo of Trayvon Martin with tattoos on his face.,1
"For Social Security, which is projected to remain solvent through 2033, Whitehouse has cosponsored [a bill that] . . . would extend the life of the program by an additional 75 years.",0
Police in the United States are allowed to use tear gas even though it has been classified as a chemical weapon and banned in international conflict since 1993.,0
"We passed without, frankly, the help of the Republican caucus, we passed 25 tax cuts last year, mostly aimed at the middle class and small businesses.",0
Under the Iran deal: If Israel attacks Iran were supposed to be on Irans side.,1
Nobody suffered any lasting injuries from the CIA interrogation program.,1
Im not one for name calling.,1
Wisconsin has one of the most progressive tax codes in the country.,0
Texas added more jobs in 2010 than any other state.,0
"In the primary election, a right-wing group spent more than $100,000,000 to support Supreme Court Justice Rebecca Bradley.",1
"(Brendan) Doherty wants to raise the eligibility age for Social Security benefits for anyone born after 1960, with no regard for the challenges it would cause for people working in physically demanding occupations.",1
Our national debt is as low as it has been since World War II.,1
Every time [the people from Newport Tent] work in a city or town they have a whole different set of permits that they have to get in order to pitch a tent.,0
Debbie Jackow unlike her opponent ...WILL NOT de-fund the 20/20 land program.,1
Six justices on the U.S. Supreme Court have been confirmed in presidential election years since 1912.,0
Property taxes are now 18% higher than when(Mark Sharpe)first took office.,1
The minimum number of infrastructure (needs) in Atlanta is $900 million.,0
The truth was revealed there in that report that showed there was no unlawful or unethical activity on my part.,1
Says Donald Trump said he intends to open up additional areas off the coast to oil drilling during the campaign.,0
"Here are the stats: Per population, we kill each other with guns at a rate 297x more than Japan, 49x more than France, 33x more than Israel.",0
"The United States is about 100th in voter turnout among the industrialized nations, and Texas is near the bottom in terms of voter registration and voter turnout.",0
"In 2011, NJ economy ranked 47th--at the bottom with Alabama, Mississippi Wyoming. Under Christie, NJ is falling behind.",0
"Theres never been a (U.S. Supreme Court) vacancy in the last, I think, 30 years, lasting longer than 237 days.",0
Nearly 60% of all occupants of HUD properties in U.S. are illegals.,1
"Oregon families pay an extra $1,400 a year on higher insurance premiums to cover those who do not have insurance.",0
Ninety percent of Americans want our background check system strengthened and expanded to cover more gun sales.,0
"Over 80 percent of our trade deficit today is with countries that are not trade agreement partners, that are not level playing fields for the United States.",0
Says Ken Cuccinelli wants to eliminate all forms of birth control.,1
A bill that would halt the EPA from regulating greenhouse gases would help stop rising gas prices.,1
"The measles vaccine has killed 108 people in the last decade, while no one has died of measles.",1
"For our next two years in my state, we will end with a structural surplus of $499 million.",0
In Virginia there has been a billion dollars in surplus over the last three years. The legislature has spent less than 1 percent of that on roads.,1
Virginia women earnonly 79 cents to each dollar earned by men...,0
Every other major country has family paid leave.,0
Says a picture he posted on Facebook of a man posing in front of five decapitated human heads is one of the subhuman mongrels our president set free.,1
The (national) debt really added up $75 trillion in 2010 and is on track to hit $99 trillion this year.,1
"A government panel that didn't include cancer specialists says women shouldn't receive mammograms until age 50...If government takes over health care, recommendations like these could become the law for all kinds of diseases.",1
"This governor has cut funding repeatedly for people who have AIDS, who need drugs to save their life.",0
"We have dozens of districts that go for 150 to 200 miles, splitting counties, splintering cities and connecting areas that have very little in common.",0
Says Wisconsin Senate recall candidate Jessica King voted to increase her pay with taxpayer dollars by 63 percent.,1
Says Barack Obama began his presidency with an apology tour.,1
The majority of the Hispanic population and the growth (of the population) is U.S.-born.,0
No Bridge to Nowhere could occur.,1
"When (Joe Kyrillos) had an opportunity to vote for women in terms of their health care, not once, not twice, but six times, he voted against womens health care in our state.",0
Food stamps have gone up two-and-a-half times under Barack Obama.,1
"In the 38 Studios deal, Wall Street investors took a risk, and went bust.",1
Says President Barack Obama broke his promise to keep a Wisconsin GM plant from closing.,1
"The weight of the evidence (on global warming) is that most of it, maybe all of it, is because of natural causes ... its fair to say the science is in dispute.",1
Mercedes said high taxes and the cost of doing business in New Jersey worked to Georgias advantage in landing the companys USA corporate headquarters.,0
State Department officials actually directed contracts for the Haitian recovery after the earthquake to friends of the Clintons.,1
Beer drinking is not allowed in any Illinois state parks.,1
Says U.S. Senate rival Tommy Thompson ran Medicare into the ground and nine years closer to bankruptcy.,1
"On new dollar coins, In God We Trust is gone!",1
Freshman Rep. Bob Gibbs is spending his one year anniversary on vacation only working 6 days in all of January.,1
I remain one of the poorer members of the United States Senate.,0
[T]he Georgia Dome has returned $10 billion in economic impact to the state of Georgia.,1
What happens is people like Warren Buffett and he says this himself...pay 15 percent on the millions of dollars that they earn from wealth income... while their secretary is paying a higher rate on her work income. It's not right.,0
"Other Western countries have ended their ""Don't Ask, Don't Tell"" policies.",0
The U.S. is borrowing approximately $2.52 for every $1 of economic growth so far in 2012.,0
"The Northwest Corridor highway project in Cobb and Cherokee counties is expected to create over 9,700 jobs statewide.",1
Says Hillary Clinton is proposing destroying Medicare for seniors.,1
On supporting winner of Democratic primary with her superdelegate vote.,1
The IRS has been specifically forbidden ... from ever actually pursuing either civil or criminal remedies for people who dont purchase health insurance.,0
A bill to advance the Keystone XL Pipeline is an earmark under House rules.,1
Says Rick Scott thinks employers should be able to deny women coverage for birth control.,0
Florida is the first state requiring drug testing to receive welfare!,1
Says Hillary Clinton wants to raise taxes on African-American owned businesses to as much as nearly 50 percent more than theyre paying now.,1
"A lot of people who go into prison straight, and when they come out theyre gay.",1
"SaysGOP U.S. Senate candidate Darryl Glenn wants to eliminate the Department of Education and jeopardize college fundingfor 320,000 Coloradans.",0
The president of the United States will be taking a trip over to India that is expected to cost the taxpayers $200 million a day.,1
White people control almost 90 percent of the nations wealth.,0
200 consumer laws were destroyed in 2011 when Gov. Scott Walker signed Act 92.,1
Congress Approves Bill Offering Free Cars To Welfare Recipients.,1
"Says that in 2007, Oregon ranked 25th -- or 7th from the bottom -- in percentage of children with untreated decay compared to 32 other states with similar data.",1
"Says that, as a Supreme Court justice, Greg Abbott found that a company whose vacuum cleaners were sold door to door had no responsibility in the hiring of a salesman who raped a customer.",0
"The original compromise for the Confederate battle flag in South Carolina was to put it on the back side of the statehouse, out of public view so it would not have any appearance of sovereignty.",0
